ryi008,保密,2022-06-03 09:40:47,不仅要挣你的钱！还要反过来当你的上帝！？去他妈的！…,0,0
rainbow1019158,保密,2022-05-28 13:58:07,服装设计师和电影导演一样都是艺术工作者，穿他一件衣服和看他一部电影一样都不需要感觉到是恩赐，单纯就是为了你喜欢就好，我感觉连父母给予孩子生命也没什么好觉得是恩赐的，毕竟父母把孩子生出来之前也没问过他想不想被生出来,0,0
RigeWell,保密,2022-05-25 12:26:53,现在呢,1,0
火焰van豆,保密,2022-05-20 15:58:52,nba复播了 新疆棉这一档事也不了了之 维他也成了民族品牌 以后开团别姬巴叫我[给心心],4,0
一个精辣脆的初中生,保密,2022-05-15 03:34:55,问题不在这，解释解释作为耐克代工厂和原材料产地的我们，卖的价格却是出口的几倍,1,0
西坡2,保密,2022-05-13 09:02:34,鬼才导演姜文：代表作鬼子来了。,1,0
额的飒飒石块,保密,2022-05-10 18:09:27,球鞋文化感觉初中那会特别盛行，谁穿个好鞋过来一堆人来看，没事还讨论来讨论去的，我寻思你们又不是专业运动员对一个鞋要求那么高干啥，一双鞋几百我都觉得贵，结果他们一个个几千的买。有一次我妈不懂可能以为我也喜欢球鞋啥的也给我买了一个，我也不注意这个，所以穿鞋也不是很爱护然后那个鞋就比较脏，然后就有个人跑过来莫名其妙就说“一天天穿个啥鞋（我不清楚名字）也不知道洗，以为自己多牛逼”我直接懵了，可能他们眼里鞋很重要我这么做暴殄天物啥的，但是我就觉得一个普通鞋而已。再说了，这球鞋啥的不也是生产的吗，哪有什么珍藏价值，全都是炒出来的,5,1
Should咻的,男,2022-04-29 22:43:49,明明就是自己亲手做的东西，当初拼命加班，一天做好几百双，几块一双卖出去了，可能集装箱都没上就得再花几千块再买回来，那多花的那好几千可不就是买信仰吗？,1,0
贫弱的焦太郎,保密,2022-04-25 13:53:31,还有人跪着起不来呢，抵制的时候蹭蹭热度，节奏一过就集体失忆了[翻白眼],4,0
德字辈的范德彪,男,2022-04-23 09:04:21,现在还有人抵制耐克吗？NBA都复播多久了[吃瓜],2,0
洲上树,女,2022-04-18 14:55:11,感觉姜文真人和电影里的语气都好像哈哈哈哈,0,0
超人真不会飞啊,男,2022-04-13 19:43:42,他妈的现在想买双喜欢的鞋都买不起了，买一双鞋得付出五六分之一的价钱买一双鞋。可能你们工资高负担得起，我是做不到,1,0
观笙乐,保密,2022-04-07 16:58:02,这节目叫什么,0,0
怪兽别跑就打你,保密,2022-04-06 17:05:20,不管内容，姜文说话这调子我听着心里就舒坦[OK],1,0
雪顶锡兰拿铁,保密,2022-04-06 16:19:34,真正的艺术品还得是高科技和手工的结合 而且需要相当一段的制作时间的那种 比如电影,1,0
拉莱耶街道办,保密,2022-04-06 01:02:52,我从前买李宁，后来实在是受不了了，质量差，设计的奇葩，还贼贵,0,0
暖冬的陽,男,2022-04-02 20:42:26,只有一个原因就是“名牌”贵，有人觉得越贵越好，但有些人觉得实用更好,0,0
唐仁熙,男,2022-03-30 13:57:07,我不管什么事情，那里性价比高，哪里适合我就买哪里。现在踏子很适合我的打法和价格需求我就买踏子，阿迪一些三四百的球鞋我也买。我是消费者，别用奇怪的东西影响我,1,0
牛语者veibae,保密,2022-03-21 16:22:54,https://b23.tv/BV1H34y1t7Zg,1,0
拜年公式,男,2022-03-21 14:19:20,姜文懂不懂臭鞋烂衣服的含金量啊,1,1
浪里个浪嗨嗨嗨,保密,2022-03-17 20:41:57,怎么分辨山寨耐克阿迪？看他质量能不能穿几年不坏,2,0
琉璃酱奇妙冒险,保密,2022-03-11 23:28:58,越禁有些人越穿，还有抖机灵的晒着刚买的订单[给心心],0,0
我独难行,男,2022-03-11 21:07:07,姜文眼镜林德伯格的,0,0
去码头整碗螺蛳粉,男,2022-03-10 15:58:47,时至今日，仍有朋友圈晒新买的aj[藏狐],0,1
羡花菲逝,男,2022-03-09 04:36:19,就地摊找老奶奶买布鞋穿，贼舒服。,0,0
美味的柠檬茶,保密,2022-02-24 22:43:10,啊这,0,0
天国的散_,男,2022-02-22 15:32:09,笑了 名牌鞋不是搞收藏的，买了装B的一律为伞兵,0,0
sjsjyg-,保密,2022-02-21 19:43:08,但是他老婆需要,1,0
来份牛排五分熟,男,2022-02-20 03:59:08,宅男表示衣服能穿出门就是好衣服，越便宜越好！,0,0
bili_29132475223,保密,2022-02-18 18:36:36,姜文老是装傻,1,0
北凉褚球儿,保密,2022-02-13 13:17:07,这是什么节目呢？,0,0
老实人键盘侠,保密,2022-02-12 03:39:42,这就算好主持吗？我觉得没啥意思,1,0
起个哔名真哩难,保密,2022-01-28 20:01:14,好看的衣服、鞋自己也会买，纯粹是喜欢。但是衣服都是挑最舒服的穿。[脸红],0,0
御坂网络MODEM,男,2022-01-26 17:56:03,恩赐啥啊，两个月生活费就只够买它一双鞋，我买双足力健都比它靠谱😃,0,0
SGCC75,保密,2022-01-25 00:57:34,[吃瓜],0,0
蜘蛛学家_12,男,2022-01-23 05:27:06,看来姜文对苏炳添很有意见啊,0,3
考脸吃饭的徐大王,保密,2022-01-22 19:12:02,其实吧，大部分这么想的，都是穷人，你不是不喜欢名牌，而是买不起。,0,0
虎牙蜜茶,男,2022-01-17 18:03:33,[抠鼻]他做一游戏，让我玩，一单卖648，还让我吹，我还不能喷，我想不通。,1,0
我的蓝牙耳机去哪了,保密,2022-01-14 23:56:39,我emmmmm，那我在村里找我们村里的裁缝做的衣服，那就是私人定制了吧？哈哈。,0,0
星星徒,保密,2022-01-12 19:26:24,要是家里做得饭好吃，谁愿意每天下馆子？,2,1
新人胶佬amber,男,2022-01-12 00:45:18,我记得很清楚，初中地理老师讲，说耐克什么的喜欢在东南亚开厂子，那叫什么，那叫廉价手工业。服装产业你卖多少钱他都叫廉价产业，你卖的比别人手机还贵一倍呢，他还得是叫廉价产业。几千块钱你看着光鲜亮丽的鞋子西装什么的，材料成本两位数，人工成本两位数，运输储存成本还是两位数，加起来能不能有售价十分之一都存疑呢，就这样一个行业，依我看，没意思，净是给人家资本塞钱去了。你要真喜欢那是没办法，进了坑走不了了咱理解，你要是想着买点贵的鞋子有面儿，我告诉你几千块的和两三百的没差别[藏狐],1,0
站在云颠-跪在天边,男,2022-01-08 11:22:36,这是个节目吗？[脸红],0,2
hotniu123,保密,2022-01-08 01:07:58,所以我最讨厌有标志的衣服裤子，老子花钱还要给你打广告，给广告费了吗？,2,0
一Q七杀,男,2022-01-07 11:31:16,如果说是什么明星签名球鞋，炒一炒还能理解，流水线或者手工制品想不通能多贵,0,0
梦日星光,保密,2022-01-07 10:22:21,不应该是这东西因为我穿过带过，这个东西的品牌才牛逼么？而不是因为这个牌子牛逼我才去穿他，所以我说了，美特斯邦威牛逼[OK]！,0,0
尼歌麦棉,保密,2022-01-05 20:58:30,他戴的林德伯格怎么不说呢,1,0
圆儿想哐当,保密,2022-01-05 12:23:53,买名牌，可以，但得看看自己的消费能力，要是消费能力足够，是个富二代富一代，你买我们也没话说，毕竟你消费得起，但要是家庭条件明明就不是太好，也经不起长期大消费，你有什么资格去买名牌？你配和别人攀比身价吗？撒泡尿照照镜子，看看自己钱包再做事，没有钱人的命得了有钱人的病是我最看不起的,1,0
YooMii是个老六,男,2022-01-05 11:54:46,我总感觉他下一句会是“那我不成了跪着要饭的吗”[doge][笑哭],2,0
本尊就是我咯-,保密,2022-01-05 03:25:17,但是我觉得，不管是衣服还是所有制成品都是等价交换的，但是还要有不是感恩而是欣慰。,0,0
琉璃酱奇妙冒险,保密,2022-01-04 14:54:40,笑死我了，爷穿皮鞋[doge],0,0
